Trading name,Owner's name,Current address,GPhC registration number,Status
Atlas Pharmacy,Stellar Medical Limited,"Fingerpost Park Health Centre, Vernon Street, ST. HELENS, Merseyside, WA9 1LN, UK",1118385,Registered
Attwood Green Pharmacy,Disscband Ltd,"Attwood Green Health Centre, 30 Bath Row, Attwood Green, BIRMINGHAM, B15 1LZ, UK",1118417,Registered
Auchinairn Pharmacy,M & D Green Dispensing Chemist Ltd,"167 Auchinairn Road, Bishopbriggs, GLASGOW, Lanarkshire, G64 1NG, UK",1042257,Registered
Auckley Pharmacy,Oakley Enterprises Limited,"30 Ellers Lane, Auckley, DONCASTER, South Yorkshire, DN9 3JF, UK",1095782,Registered
Audenshaw Pharmacy,Audenshaw Pharmacy Limited,"3 Chapel Street, Audenshaw, MANCHESTER, Lancashire, M34 5DE, UK",1033494,Registered
Audley Late Night Pharmacy,Audley Late Night Pharmacy Limited,"114 -116 Audley Range, BLACKBURN, Lancashire, BB1 1TG, UK",1100749,Registered
Audley Mills Pharmacy,Audley Mills Ltd,"39 Eastwood Road, RAYLEIGH, Essex, SS6 7JE, UK",1031378,Registered
Audley Pharmacy,Chemstar Ltd,"36 South Audley Street, Mayfair, LONDON, W1K 2PL, UK",1041330,Registered
Aukland Rogers Pharmacy,Pearl Chemist Limited,"892 Garratt Lane, Tooting, LONDON, SW17 0NB, UK",1041195,Registered
Aumex Pharmacy,Medimpo Ltd.,"43 - 44 Central Parade, Lodge Lane, New Addington, CROYDON, Surrey, CR0 0JD, UK",1036504,Registered
Aura Pharmacy,Patel JG & KG LLP,"78 Inner Park Road, Wimbledon, LONDON, SW19 6DA, UK",1041247,Registered
Aura Pharmacy,Patel JG & KG LLP,"21 Brecknock Road, LONDON, N7 0BL, UK",1040352,Registered
Automeds Pharmacy,Automeds Pharmacy Ltd,"Unit 45, Wessex Trade Centre, Ringwood Road, POOLE, Dorset, BH12 3PG, UK",1103205,Registered
Avenham Pharmacy,C & S Pharmacy Limitied,"42 Avenham Lane, PRESTON, Lancashire, PR1 3TS, UK",1085315,Registered
Avenue Pharmacy (Sunderland) Ltd,Avenue Pharmacy (Sunderland) Limited,"50 Roker Avenue, SUNDERLAND, Tyne and Wear, SR6 0HT, UK",1037698,Registered
Avenue Pharmacy (Sunderland) Ltd,Avenue Pharmacy (Sunderland) Limited,"81 Dundas Street, SUNDERLAND, Tyne and Wear, SR6 0AY, UK",1037672,Registered
Avenue Pharmacy (Sunderland) Ltd,Avenue Pharmacy (Sunderland) Limited,"53 Dundas Street, Monkwearmouth, SUNDERLAND, SR6 0BD, UK",1115465,Registered
Avenue Pharmacy (Sunderland) Ltd,Avenue Pharmacy Limited.,"7 North Guards, Whitburn, SUNDERLAND, Tyne and Wear, SR6 7EJ, UK",1037689,Registered
Averose Pharmacy,HANIF HEALTHCARE LIMITED,"Market Street, Charlbury, OXFORD, Oxfordshire, OX7 3PL, UK",1035961,Registered
,,,,
